industry,year,mean,std
"Agriculture, Forestry, Fishing",1996,0.8758995000882555,1.3108910320243639
"Agriculture, Forestry, Fishing",1997,0.602652135603426,1.9044297662409375
"Agriculture, Forestry, Fishing",1998,0.6733559988123972,1.6037997091312952
"Agriculture, Forestry, Fishing",1999,0.7659348991234786,0.7972964958781344
"Agriculture, Forestry, Fishing",2000,0.5602877114989715,0.6411853463823036
"Agriculture, Forestry, Fishing",2001,0.45631324076688007,0.770020317342124
"Agriculture, Forestry, Fishing",2002,0.35618890654671653,0.5525142218604354
"Agriculture, Forestry, Fishing",2003,0.17529818748398696,0.8074374667315704
"Agriculture, Forestry, Fishing",2004,0.6382386566804307,0.7364595264932283
"Agriculture, Forestry, Fishing",2005,1.068654656673265,1.765578036470833
"Agriculture, Forestry, Fishing",2006,0.5835840921280533,0.9280930293463442
"Agriculture, Forestry, Fishing",2007,0.575827233105098,0.8691905648708155
"Agriculture, Forestry, Fishing",2008,0.968645532287993,1.1268031956484943
"Agriculture, Forestry, Fishing",2009,1.2487906310932213,0.9563219833142613
"Agriculture, Forestry, Fishing",2010,1.1055379931554723,0.9819045928617514
"Agriculture, Forestry, Fishing",2011,1.213264432130314,0.9930187223272957
"Agriculture, Forestry, Fishing",2012,1.0901988826109608,0.6253685796902383
"Agriculture, Forestry, Fishing",2013,1.0445400382740897,0.5185807804077172
"Agriculture, Forestry, Fishing",2014,1.3484558434890364,1.343566371604846
"Agriculture, Forestry, Fishing",2015,1.397474739541992,1.557492640253062
"Agriculture, Forestry, Fishing",2016,1.0654395097419778,0.8367441470034237
"Agriculture, Forestry, Fishing",2017,1.1248372735529906,0.7028007297636261
"Agriculture, Forestry, Fishing",2018,0.5193512135856998,0.7534613263996074
"Agriculture, Forestry, Fishing",2019,0.77831113297992,0.5349670830897736
"Agriculture, Forestry, Fishing",2020,0.9469423398394862,1.0614604238613787
"Agriculture, Forestry, Fishing",2021,1.0438270286547295,1.5766448365102212
"Agriculture, Forestry, Fishing",2022,1.1163573332579435,1.035468234040549
"Agriculture, Forestry, Fishing",2023,1.2218816954438143,0.8274290691621391
Construction,1996,0.9770889517412347,1.5012798282681563
Construction,1997,0.9986064498709469,1.4301853265069069
Construction,1998,0.8957812218041571,1.0745041950419887
Construction,1999,0.9416681556558727,0.776661301069519
Construction,2000,0.8471225162137225,1.0577276852041537
Construction,2001,0.9150733829270407,1.2427947352194804
Construction,2002,0.9776860774369792,0.8819927702518332
Construction,2003,1.1017606950964698,0.7781904105108705
Construction,2004,1.1578151308933844,0.8795423499000983
Construction,2005,1.6735686693643357,1.453121773167525
Construction,2006,2.0622907308353784,1.172954584866711
Construction,2007,2.0547711280427534,1.2264728768820345
Construction,2008,1.2164865711228325,1.0774017181837034
Construction,2009,1.527599547435022,0.9491479305142848
Construction,2010,1.6546124877755932,1.0393685814340126
Construction,2011,1.7700497043421204,1.147033005598854
Construction,2012,1.8352028217622598,0.9163281337236054
Construction,2013,1.7357140138924356,1.0309175899982048
Construction,2014,1.3106547976911025,0.8988536676213967
Construction,2015,1.2201845018482118,1.0838972566664542
Construction,2016,1.474675590795314,1.439371400679565
Construction,2017,1.8991181717700558,1.2379854040058222
Construction,2018,1.527121957024331,1.158386733133544
Construction,2019,1.3581350215423615,0.47443680940937766
Construction,2020,1.656193684617717,0.7289510147084683
Construction,2021,1.8620051663571482,1.2530430335368405
Construction,2022,1.5869771770848258,1.4542841257430834
Construction,2023,1.4634058369721972,0.6321371970301954
"Finance, Insurance, Real Estate",1996,0.5643443421957494,0.9382487365249965
"Finance, Insurance, Real Estate",1997,0.6237837636642504,0.893630754105097
"Finance, Insurance, Real Estate",1998,0.7940353365192474,0.8084723898625963
"Finance, Insurance, Real Estate",1999,0.8461865580882902,0.7144324774290074
"Finance, Insurance, Real Estate",2000,0.4902823267092763,0.8469616253218559
"Finance, Insurance, Real Estate",2001,0.27013770238635954,0.7266552977395503
"Finance, Insurance, Real Estate",2002,0.3487241372364431,0.6873322759098156
"Finance, Insurance, Real Estate",2003,0.41889463716579667,0.5341396345895294
"Finance, Insurance, Real Estate",2004,0.5972532629880487,0.604212267746156
"Finance, Insurance, Real Estate",2005,0.9360630218861552,0.7773382165382986
"Finance, Insurance, Real Estate",2006,0.8246763771532929,0.8093876499700737
"Finance, Insurance, Real Estate",2007,0.6895359271481706,0.9164949351940384
"Finance, Insurance, Real Estate",2008,0.6656613014139592,0.7985915968113985
"Finance, Insurance, Real Estate",2009,0.8404739682205561,0.8146961219353636
"Finance, Insurance, Real Estate",2010,0.9226451044976637,0.8619221352291584
"Finance, Insurance, Real Estate",2011,1.0530349678679685,0.9189338173056819
"Finance, Insurance, Real Estate",2012,1.001927990291238,0.6887703901091689
"Finance, Insurance, Real Estate",2013,1.0038269442166647,0.7456429515026718
"Finance, Insurance, Real Estate",2014,1.0990426668374946,0.7622681080779834
"Finance, Insurance, Real Estate",2015,0.9898203452851391,0.8178604681710576
"Finance, Insurance, Real Estate",2016,0.8202293933034726,0.770078118837652
"Finance, Insurance, Real Estate",2017,0.9255927047710454,0.8619632077953039
"Finance, Insurance, Real Estate",2018,0.87041897246107,0.9050334080882101
"Finance, Insurance, Real Estate",2019,0.9928351355970532,0.6230460391477473
"Finance, Insurance, Real Estate",2020,1.1146283153335328,0.6531981497782913
"Finance, Insurance, Real Estate",2021,1.1288735782423631,0.7400953865942536
"Finance, Insurance, Real Estate",2022,0.8887467377009697,0.706091920377029
"Finance, Insurance, Real Estate",2023,0.7921486443084494,0.5981534586271569
Manufacturing,1996,1.3289984811538937,1.5068291588322116
Manufacturing,1997,1.067717857386595,1.2300369911270965
Manufacturing,1998,0.9754206672160096,0.9394770835327745
Manufacturing,1999,1.0571194838711158,0.7143595512226321
Manufacturing,2000,0.8693858142690631,1.1873016029596508
Manufacturing,2001,1.0786360607434249,1.3978962062296125
Manufacturing,2002,1.2451172284891396,1.363246300558344
Manufacturing,2003,1.1539932671420512,1.200501810833514
Manufacturing,2004,1.2057266707602745,1.171100546538599
Manufacturing,2005,1.4401153440025924,1.4624390860399548
Manufacturing,2006,1.6453107425461642,1.6213429844238225
Manufacturing,2007,1.4694891513344306,1.5400657247862801
Manufacturing,2008,1.096826003468601,0.949210814395485
Manufacturing,2009,1.30752951247418,0.919327310879496
Manufacturing,2010,1.405354720509877,1.002502787610371
Manufacturing,2011,1.4123054232894052,1.0629237472312898
Manufacturing,2012,1.3142243598948469,0.8003375638697597
Manufacturing,2013,1.297855219839209,0.9319679867681301
Manufacturing,2014,1.2340148128135866,1.1239387654120965
Manufacturing,2015,1.1323876351757554,1.148287424793932
Manufacturing,2016,1.0208964089777337,1.213970609678862
Manufacturing,2017,1.1661921160671662,1.3566648115720847
Manufacturing,2018,1.0800303526241442,1.5029075700606684
Manufacturing,2019,1.3242403723044864,0.797195673148409
Manufacturing,2020,1.4480448441278884,0.9740917734094691
Manufacturing,2021,1.4030357694616737,1.1079137939785424
Manufacturing,2022,1.181913635394923,0.9959401490667412
Manufacturing,2023,1.0930812938432322,0.7918253101590415
Mining,1996,1.0096959952931008,1.5386292026870334
Mining,1997,0.8967386735865099,1.4166753740538318
Mining,1998,1.0538076634655156,1.0721121096512072
Mining,1999,1.2435821736887043,0.7544961662383158
Mining,2000,0.6483179554362406,1.0529343740354744
Mining,2001,0.5267278745602132,0.7796868353606997
Mining,2002,0.5856641861175554,0.6264271298028898
Mining,2003,0.417060354615276,0.5687571571707806
Mining,2004,0.5780953110999013,0.9201308399820526
Mining,2005,1.2823705394065863,1.5487577620529207
Mining,2006,2.042994389098618,1.3380738233848701
Mining,2007,2.1065923395726736,1.3119635859098806
Mining,2008,1.1669272391720422,0.9377746700192078
Mining,2009,1.4709385423212182,0.7455276776839971
Mining,2010,1.5513642966295291,0.8190180669672505
Mining,2011,1.535040688818925,0.9324130406159096
Mining,2012,1.9916690245025,0.8959641822022993
Mining,2013,2.0488319339511496,1.04710751428138
Mining,2014,1.5860420021393167,1.933210186611668
Mining,2015,1.4760385692647948,1.7137467698672477
Mining,2016,1.9763868244520153,2.830271138992562
Mining,2017,2.9428965438303316,3.252109153069529
Mining,2018,2.2129200579660293,2.1913988704759286
Mining,2019,1.731674792493727,1.0303168202026494
Mining,2020,2.6749890427235785,1.7562722530774109
Mining,2021,3.058599773307661,2.0652853238245115
Mining,2022,1.5477017741009316,1.749653845907378
Mining,2023,0.9597619013860692,1.040378635791435
Other,1996,,
Other,1997,,
Other,1998,,
Other,1999,-0.5262245889953165,
Other,2000,0.7337906035237746,1.2047644212289106
Other,2001,0.7135378175911369,1.4040184645814633
Other,2002,-0.33518223381240064,0.05324912445429754
Other,2003,3.0938692449915,0.5746543178432013
Other,2004,2.8384873273475524,0.7872874907315991
Other,2005,,
Other,2006,,
Other,2007,,
Other,2008,,
Other,2009,,
Other,2010,0.5807542636406458,0.14560623135015444
Other,2011,2.0254971397546946,1.1524489167328449
Other,2012,,
Other,2013,,
Other,2014,0.18391553949940748,4.166263263567983
Other,2015,1.8547236993881808,3.1815425924745986
Other,2016,0.8576756503213304,1.3915833117500191
Other,2017,,
