industry,year,mean,std
"Agriculture, Forestry, Fishing",1996,0.7543563758359639,1.3057370406358912
"Agriculture, Forestry, Fishing",1997,0.5157014668285446,2.346047721308949
"Agriculture, Forestry, Fishing",1998,0.7420695525979868,1.848971709002039
"Agriculture, Forestry, Fishing",1999,0.6597612790796166,1.0983595734408869
"Agriculture, Forestry, Fishing",2000,0.27685484093024604,0.9413824410941346
"Agriculture, Forestry, Fishing",2001,0.749884171915007,1.2074362316642127
"Agriculture, Forestry, Fishing",2002,-0.09845329413717305,1.332216336667822
"Agriculture, Forestry, Fishing",2003,0.15227143666103463,1.0541213824076445
"Agriculture, Forestry, Fishing",2004,1.3333032597167336,2.7316262214918483
"Agriculture, Forestry, Fishing",2005,0.713226638421685,1.3103752914674573
"Agriculture, Forestry, Fishing",2006,0.5522538349309315,0.9849367465746347
"Agriculture, Forestry, Fishing",2007,0.37228292717593087,1.4946732405947427
"Agriculture, Forestry, Fishing",2008,1.0508926604605773,1.4678758744713285
"Agriculture, Forestry, Fishing",2009,1.3651651128828535,1.8399416248844225
"Agriculture, Forestry, Fishing",2010,0.8230075389326886,2.334433128585002
"Agriculture, Forestry, Fishing",2011,1.2626242622167871,0.9484657329020872
"Agriculture, Forestry, Fishing",2012,1.2207682934987842,0.8091820869198464
"Agriculture, Forestry, Fishing",2013,1.2136451614267283,1.223463232262615
"Agriculture, Forestry, Fishing",2014,1.4179860015538381,1.5902461794975695
"Agriculture, Forestry, Fishing",2015,1.4477072015621293,2.4404291865289998
"Agriculture, Forestry, Fishing",2016,1.0580846181054835,1.2293288450844826
"Agriculture, Forestry, Fishing",2017,1.2251636582601952,1.9935952797816305
"Agriculture, Forestry, Fishing",2018,0.24762191291818922,0.7984970909418587
"Agriculture, Forestry, Fishing",2019,0.9008339254922066,0.6653239773777352
"Agriculture, Forestry, Fishing",2020,0.8973933278623566,1.5357939188003926
"Agriculture, Forestry, Fishing",2021,1.4351343419745854,1.772149711230002
"Agriculture, Forestry, Fishing",2022,0.7840260068572111,1.1733496430206147
"Agriculture, Forestry, Fishing",2023,1.4522848466593037,0.9578165743863949
Construction,1996,1.139969113265102,1.6084103633597922
Construction,1997,0.928383272287829,1.597815304098078
Construction,1998,0.7760886058346372,1.7887819925190473
Construction,1999,1.0613574818755966,1.7209092086530624
Construction,2000,0.8183255142843538,1.7773829438312947
Construction,2001,1.06492845079604,1.3225099117414896
Construction,2002,1.0572508013292292,1.3166035938058256
Construction,2003,1.0825286482225491,1.0066949304790942
Construction,2004,1.4087535768240917,2.0935641220133454
Construction,2005,2.063598908751818,1.8380046430227757
Construction,2006,2.064515493504973,1.6387772003067957
Construction,2007,2.1455353961296484,1.5741959610141745
Construction,2008,1.1074169232865656,1.5894743226502022
Construction,2009,1.7449549656479955,1.726148812430411
Construction,2010,1.6909794427542257,2.2962047723449754
Construction,2011,1.7551133124928309,1.0252871751172827
Construction,2012,1.8824254462697745,1.154508335284213
Construction,2013,1.1067426453129492,1.7291162672682545
Construction,2014,1.2279456098728614,1.2917200925876626
Construction,2015,1.2603320777705054,2.233595809233676
Construction,2016,1.7155914889486739,1.8460433766180622
Construction,2017,2.1423082719513333,2.585478260935658
Construction,2018,0.9670034020142892,1.738801047405946
Construction,2019,1.4727661893497233,0.6433862396994873
Construction,2020,1.7674921154183179,1.200588166047409
Construction,2021,1.3430085921208015,1.9188215222620075
Construction,2022,1.2700405589968562,0.8079480952906589
Construction,2023,1.5059276227190297,0.8980652378095517
"Finance, Insurance, Real Estate",1996,0.5723816717708403,0.9854971694346678
"Finance, Insurance, Real Estate",1997,0.6474964959803358,1.048788242908393
"Finance, Insurance, Real Estate",1998,0.8458549336920822,1.0891713200383326
