industry,year,mean,std
"Agriculture, Forestry, Fishing",1996,,
"Agriculture, Forestry, Fishing",1997,0.313761487046644,1.8382589235520121
"Agriculture, Forestry, Fishing",1998,0.6353223883310766,1.5936765716386176
"Agriculture, Forestry, Fishing",1999,0.7567395997588622,0.7705835203210574
"Agriculture, Forestry, Fishing",2000,0.7352641685821872,0.47780444306122627
"Agriculture, Forestry, Fishing",2001,0.6075755669829699,0.729166695636253
"Agriculture, Forestry, Fishing",2002,0.22404186672871568,0.36928898393685494
"Agriculture, Forestry, Fishing",2003,0.3768843710183312,0.40864707533663003
"Agriculture, Forestry, Fishing",2004,0.5759458443028425,0.4068265161612111
"Agriculture, Forestry, Fishing",2005,0.6769332579099251,0.5896346899716854
"Agriculture, Forestry, Fishing",2006,0.9018613543549007,1.4461310012194695
"Agriculture, Forestry, Fishing",2007,0.5858916713748106,0.8987728884102165
"Agriculture, Forestry, Fishing",2008,0.9199144068704895,0.8641900403214084
"Agriculture, Forestry, Fishing",2009,1.1542980104330418,0.9231991862973886
"Agriculture, Forestry, Fishing",2010,1.080080124134938,0.7840570215017102
"Agriculture, Forestry, Fishing",2011,1.1757831705019277,0.9757203973813169
"Agriculture, Forestry, Fishing",2012,1.002564551503153,0.5826817053141354
"Agriculture, Forestry, Fishing",2013,0.9929476898893665,0.5134531885015192
"Agriculture, Forestry, Fishing",2014,1.0544698597134643,0.5912341528288373
"Agriculture, Forestry, Fishing",2015,1.3895532337474936,1.4576421155250923
"Agriculture, Forestry, Fishing",2016,1.0726883741524589,0.8142937459939629
"Agriculture, Forestry, Fishing",2017,0.9465486164648529,0.6173812563378195
"Agriculture, Forestry, Fishing",2018,0.6761684651085567,0.3427938043060055
"Agriculture, Forestry, Fishing",2019,0.7346383002284633,0.3878522927805079
"Agriculture, Forestry, Fishing",2020,0.9025218653344309,1.0022823330543538
"Agriculture, Forestry, Fishing",2021,1.0232284724348109,1.1796284602889986
"Agriculture, Forestry, Fishing",2022,0.9735631545747792,1.21025832269141
"Agriculture, Forestry, Fishing",2023,1.273593250195332,0.9091054848168443
Construction,1996,,
Construction,1997,1.016575311484615,1.2858663538480304
Construction,1998,0.908840294383022,1.0469517122023904
Construction,1999,0.959239642532598,0.774323867996589
Construction,2000,0.9088964645542358,0.773142428543282
Construction,2001,0.8344826331336305,0.9326764524487217
Construction,2002,0.898857904078667,0.9474566511226018
Construction,2003,0.9834747822878832,0.6485209552299842
Construction,2004,1.100391582485722,0.7383125261949899
Construction,2005,1.3139995902297992,0.832142258782019
Construction,2006,1.8141324611804912,1.0811520189922876
Construction,2007,2.054294118696084,0.9927850085683158
Construction,2008,1.3178532774738696,0.9104761480988398
Construction,2009,1.5109176595535965,0.8760984472340839
Construction,2010,1.5474653347189273,0.7865784694545187
Construction,2011,1.6724656587407791,0.883261757226548
Construction,2012,1.7786875913156595,0.9263103480365482
Construction,2013,1.7825668345063268,0.8473105517139814
Construction,2014,1.6908379647564966,0.8641061017554741
Construction,2015,1.2730007756910242,0.8112779711085352
Construction,2016,1.3832941194309345,0.9751023253102732
Construction,2017,1.6403272181522923,1.0511129878535832
Construction,2018,1.4823510541805773,0.8893565803850129
Construction,2019,1.459991043997317,0.46042157662851485
Construction,2020,1.5823624520255342,0.643586462023304
Construction,2021,1.6793819493658804,0.6218775996514356
Construction,2022,1.8566881882982897,1.3939064202830738
Construction,2023,1.5361035723627576,0.9443328068408925
"Finance, Insurance, Real Estate",1996,,
"Finance, Insurance, Real Estate",1997,0.6278654366305311,0.8387251086860606
"Finance, Insurance, Real Estate",1998,0.7722779909429364,0.7775480277110313
"Finance, Insurance, Real Estate",1999,0.8109432849479014,0.6748742474804439
"Finance, Insurance, Real Estate",2000,0.6728477829113638,0.6706084249786917
"Finance, Insurance, Real Estate",2001,0.39676009071643886,0.6665159632706206
"Finance, Insurance, Real Estate",2002,0.273587150116912,0.6628024387433049
"Finance, Insurance, Real Estate",2003,0.3893180807010408,0.5303744723582813
"Finance, Insurance, Real Estate",2004,0.47121687402915263,0.48600331568407934
"Finance, Insurance, Real Estate",2005,0.6542937360833125,0.5410274572833207
"Finance, Insurance, Real Estate",2006,0.8677193543389641,0.6855571393682688
"Finance, Insurance, Real Estate",2007,0.7996365163851668,0.736915955223115
"Finance, Insurance, Real Estate",2008,0.6981930508359768,0.7073609495731662
"Finance, Insurance, Real Estate",2009,0.8429405861261042,0.7737071798485395
"Finance, Insurance, Real Estate",2010,0.8683982604365531,0.7230153954078443
"Finance, Insurance, Real Estate",2011,0.9367442944110473,0.7383309599622446
"Finance, Insurance, Real Estate",2012,1.0180862302083395,0.6903173973024747
"Finance, Insurance, Real Estate",2013,1.03688142956818,0.661852037247363
"Finance, Insurance, Real Estate",2014,1.0304489711586555,0.6389476774332055
"Finance, Insurance, Real Estate",2015,1.0275673092591115,0.632480771543943
"Finance, Insurance, Real Estate",2016,0.904066813108179,0.6632423273710283
"Finance, Insurance, Real Estate",2017,0.9004425044678106,0.6766839174719086
"Finance, Insurance, Real Estate",2018,0.8076200460253247,0.687872649002021
"Finance, Insurance, Real Estate",2019,1.0305222654781252,0.5855188136235304
"Finance, Insurance, Real Estate",2020,1.0817253703734426,0.5949906019113106
"Finance, Insurance, Real Estate",2021,1.0839067314603683,0.5966367031602369
"Finance, Insurance, Real Estate",2022,1.017580943141499,0.6264189378305991
"Finance, Insurance, Real Estate",2023,0.8696478745614968,0.5176945854790337
Manufacturing,1996,,
Manufacturing,1997,1.016485794267109,1.1294250211020334
Manufacturing,1998,1.0192411586948722,0.929618578702526
Manufacturing,1999,1.03174331834394,0.6740168739087855
Manufacturing,2000,0.9554702834030513,0.8381666673101592
Manufacturing,2001,1.0246665583002448,1.0719310365801602
Manufacturing,2002,1.145510792822482,1.3026103973174559
Manufacturing,2003,1.211004222004559,1.1705270165839725
